judul;tanggal;penulis;isi_;url
KPU Tanggapi Keluhan Bawaslu Tak Bisa Awasi Debat Capres Secara Maksimal;Senin, 8 Januari 2024;Ihsan Reliubun;TEMPO.CO, Jakarta - Ketua Komisi Pemilihan Umum (KPU) Hasyim Asy'ari merespons pernyataan Badan Pengawas Pemilihan Umum (Bawaslu) yang mengakui tidak mendapatkan ruang pengawasan maksimal selama debat capres-cawapres di Pemilihan Umum 2024.;https://pemilu.tempo.co/read/1818575/kpu-tanggapi-keluhan-bawaslu-tak-bisa-awasi-debat-capres-secara-maksimal
Diajak Prabowo Berdiskusi di Luar, Anies dan Ganjar Kompak Bilang Begini;Senin, 8 Januari 2024;Han Revanda Putra;TEMPO.CO, Jakarta - Calon presiden (capres) nomor urut 2 Prabowo Subianto mengajak capres nomor urut 1 Anies Baswedan dan capres nomor urut 3 Ganjar Pranowo untuk berdiskusi di luar debat capres yang digelar di Istora Senayan, Jakarta Pusat, Ahad, 7 Januari 2024.;https://pemilu.tempo.co/read/1818504/diajak-prabowo-berdiskusi-di-luar-anies-dan-ganjar-kompak-bilang-begini
Kata Prabowo dan Anies Kenapa Tak Berjabat Tangan Usai Debat Capres;Senin, 8 Januari 2024;Han Revanda Putra;TEMPO.CO, Jakarta - Calon presiden atau capres nomor urut 1 Anies Baswedan dan capres nomor urut 2 Prabowo Subianto saling tak berjabat tangan usai debat capres di Istora Senayan, Jakarta Pusat, Ahad, 7 Januari 2024.;https://pemilu.tempo.co/read/1818481/kata-prabowo-dan-anies-kenapa-tak-berjabat-tangan-usai-debat-capres
Debat Capres, Beberapa Kali Prabowo Gunakan Kata Omon-omon saat Jawab Ganjar;Senin, 8 Januari 2024;Tempo.co;TEMPO.CO, Jakarta - Calon presiden nomor urut 02 Prabowo Subianto mengatakan Indonesia harus menjadi teladan atau contoh apabila ingin memimpin negara-negara anggota kerja sama Selatan-Selatan. Prabowo, saat menanggapi pernyataan capres 03 Ganjar Pranowo saat sesi debat, menyebut istilah ing ngarsa sung tuladha (di depan menjadi contoh).;https://pemilu.tempo.co/read/1818473/debat-capres-beberapa-kali-prabowo-gunakan-kata-omon-omon-saat-jawab-ganjar
Prabowo Subianto Bilang Indonesia Pantas Dapat Sosok Pemimpin Arif dan Bijaksana;Selasa, 9 Januari 2024;Han Revanda Putra;TEMPO.CO, Jakarta - Calon presiden Prabowo Subianto menyatakan Indonesia sepantasnya mendapatkan sosok pemimpin yang arif dan bijaksana. Dia mengucapkan itu di hadapan para relawan di Gelanggang Remaja Pekanbaru, Riau, Selasa, 9 Januari 2024.;https://pemilu.tempo.co/read/1819246/prabowo-subianto-bilang-indonesia-pantas-dapat-sosok-pemimpin-arif-dan-bijaksana
Prabowo Bilang Dia Pintar atau Goblok, Waketum NasDem: Penilai Terbaik Ucapan itu adalah Rakyat;Selasa, 9 Januari 2024;Tempo.co;TEMPO.CO, Jakarta - Wakil Ketua Umum Dewan Pimpinan Pusat Partai NasDem Ahmad Ali mengatakan, penilai terbaik soal ucapan calon presiden nomor urut 02 Prabowo Subianto saat berkampanye di Pekanbaru, Riau, adalah rakyat.;https://pemilu.tempo.co/read/1819223/prabowo-bilang-dia-pintar-atau-goblok-waketum-nasdem-penilai-terbaik-ucapan-itu-adalah-rakyat
Zulhas Sebut Lahan Prabowo Subianto Tak Sebanyak yang Disebut Anies Baswedan;Selasa, 9 Januari 2024;Daniel A. Fajri;TEMPO.CO, Jakarta - Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan alias Zulhas menjawab pernyataan Calon Presiden (Capres) Anies Baswedan kepada kompetitornya, Prabowo Subianto, soal kepemilikan lahan 340 ribu hektare. Menurut Zulhas menyatakan lahan yang dikuasai perusahaan-perusahaan Prabowo tidak sebesar itu.;https://pemilu.tempo.co/read/1819191/zulhas-sebut-lahan-prabowo-subianto-tak-sebanyak-yang-disebut-anies-baswedan
Soal Serangan Personal di Debat Capres, Ganjar Pranowo: Saya Rasanya Tidak;Selasa, 9 Januari 2024;Adil Al Hasan;TEMPO.CO, Jakarta - Calon presiden Ganjar Pranowo turut merespons pernyataan Presiden Joko Widodo atau Jokowi yang menilai debat capres dipenuhi serangan personal dan tidak substansial. Ganjar mengklaim tidak menyerang pribadi atau personal capres lainnya, yakni Prabowo Subianto dan Anies Baswedan dalam sawala itu.;https://pemilu.tempo.co/read/1819178/soal-serangan-personal-di-debat-capres-ganjar-pranowo-saya-rasanya-tidak
Jokowi Sebut Debat Capres Penuh Serangan Personal, Timnas Amin Singgung Sebutan Prof dari Prabowo ke Anies;Selasa, 9 Januari 2024;Tika Ayu;TEMPO.CO, Jakarta - Asisten Coach Tim Pemenangan Nasional Anies Baswedan - Muhaimin Iskandar atau Timnas Amin, Jazilul Fawaid, mempertanyakan komentar Presiden Joko Widodo alias Jokowi soal serangan personal yang terjadi pada debat calon presiden (capres) Ahad lalu. Jazilul menyatakan justru Anies yang mendapatkan serangan personal dari kompetitornya Prabowo Subianto, dengan sebutan prof.;https://pemilu.tempo.co/read/1819162/jokowi-sebut-debat-capres-penuh-serangan-personal-timnas-amin-singgung-sebutan-prof-dari-prabowo-ke-anies
Serba-serbi Debat Capres 7 Januari 2024, Mengapa Posisi Ganjar di Antara Prabowo dan Anies Baswedan?;Selasa, 9 Januari 2024;Adinda Alya Izdihar;TEMPO.CO, Jakarta - Telah dilaksanakan debat capres kedua atau debat tahap ketiga yang dilaksanakan Komisi Pemilihan Umum (KPU) di Gedung Istora, Jakarta Pusat. Topik pada debat kali ini adalah pertahanan, keamanan, hubungan internasional, dan juga geopolitik.;https://pemilu.tempo.co/read/1819021/serba-serbi-debat-capres-7-januari-2024-mengapa-posisi-ganjar-di-antara-prabowo-dan-anies-baswedan
TPN Ungkap Persiapan Mahfud Md Jelang Debat Cawapres;Selasa, 9 Januari 2024;Adil Al Hasan;TEMPO.CO, Jakarta - Tim Pemenangan Nasional (TPN) Ganjar Pranowo-Mahfud Md, menilai penampilan Ganjar di debat calon presiden (capres) ke-3 memuaskan. TPN meyakini debat selanjutnya, baik bagi capres maupun calon wakil presiden (cawapres), tetap akan bisa dikuasai.;https://pemilu.tempo.co/read/1818992/tpn-ungkap-persiapan-mahfud-md-jelang-debat-cawapres
Bawaslu dan KPU Respons Aksi Grace Natalie Datangi Moderator Saat Debat Capres;Selasa, 9 Januari 2024;Ihsan Reliubun;TEMPO.CO, Jakarta - Badan Pengawas Pemilihan Umum (Bawaslu) dan Komisi Pemilihan Umum (KPU) merespons aksi Wakil Ketua Dewan Pembina Pusat Partai Solidaritas Indonesia (PSI) Grace Natalie yang mendatangi moderator saat debat calon presiden (capres) pada Ahad malam, 7 Januari 2024.;https://pemilu.tempo.co/read/1818952/bawaslu-dan-kpu-respons-aksi-grace-natalie-datangi-moderator-saat-debat-capres
Jokowi Sebut Debat Capres Serang Personal, PDIP dan TPN Bilang Begini;Selasa, 9 Januari 2024;Adil Al Hasan;TEMPO.CO, Jakarta - Presiden Joko Widodo atau Jokowi menyebut debat calon presiden (capres) ketiga diwarnai dengan saling serang personal di antara kandidat. Sedangkan, materi visi-misi dan kebijakan tak muncul.;https://pemilu.tempo.co/read/1818936/jokowi-sebut-debat-capres-serang-personal-pdip-dan-tpn-bilang-begini
Cak Imin Optimistis AMIN Menang di Jatim Meskipun Dukungan Kiai NU Terbelah ke Tiga Calon;Rabu, 10 Januari 2024;Tempo.co;TEMPO.CO, Surabaya - Calon wakil presiden nomor urut 01 yang juga Ketua Umum Partai Kebangkitan Bangsa Muhaimin Iskandar atau Cak Imin tidak mempermasalahkan para kiai Nahdlatul Ulama Jawa Timur memiliki arah dukungan berbeda pada Pemilu 2024. Sejauh ini mereka terpecah mendukung tiga kandidat presiden, Anies Baswedan, Prabowo Subianto dan Ganjar Pranowo.;https://pemilu.tempo.co/read/1819633/cak-imin-optimistis-amin-menang-di-jatim-meskipun-dukungan-kiai-nu-terbelah-ke-tiga-calon
KPU Belum Bisa Tindak Lanjuti Temuan Bawaslu Soal Logistik Pemilu, Yulianto: Data Tidak Lengkap;Rabu, 10 Januari 2024;Ade Ridwan Yandwiputra;TEMPO.CO, Jakarta - Anggota KPU Yulianto Sudrajat menyebut data Bawaslu soal kerusakan logistik Pemilu 2024 tidak dapat ditindaklanjuti. Musababnya, laporan yang masuk ke komisi tidak lengkap.;https://pemilu.tempo.co/read/1819582/kpu-belum-bisa-tindak-lanjuti-temuan-bawaslu-soal-logistik-pemilu-yulianto-data-tidak-lengkap
Reaksi Anies dan Cak Imin soal Sindiran Prabowo;Rabu, 10 Januari 2024;Pribadi Wicaksono (Kontributor);TEMPO.CO, Jakarta - Pasangan calon presiden (capres) dan calon wakil presiden (cawapres) nomor urut 1, Anies Baswedan dan Muhaimin Iskandar atau Cak Imin, buka suara terkait sindiran capres nomor urut 2 Prabowo Subianto yang menyebut ada seseorang yang menanyakan soal kepemilikan tanah kepada dirinya dengan kata “goblok”.;https://pemilu.tempo.co/read/1819562/reaksi-anies-dan-cak-imin-soal-sindiran-prabowo
Bawaslu Terima Dugaan Fitnah Anies Baswedan: Mengenal Tugas Utama Bawaslu dan Skor IPK;Rabu, 10 Januari 2024;Muhammad Rafi Azhari;TEMPO.CO, Jakarta -  Badan Pengawas Pemilihan Umum disingkat Bawaslu menerima laporan dugaan fitnah oleh calon presiden (capres) nomor urut satu Anies Baswedan terhadap capres Prabowo Subianto pada debat ketiga Pilpres 2024, Ahad, 7 Januari 2024, terkait dengan data lahan milik capres nomor urut dua.;https://pemilu.tempo.co/read/1819512/bawaslu-terima-dugaan-fitnah-anies-baswedan-mengenal-tugas-utama-bawaslu-dan-skor-ipk
Bawaslu Terima Laporan Dugaan Fitnah Anies terhadap Prabowo terkait Lahan 340 Ribu Hektare;Rabu, 10 Januari 2024;Han Revanda Putra;TEMPO.CO, Jakarta - Badan Pengawas Pemilihan Umum (Bawaslu) menerima laporan dugaan fitnah oleh calon presiden (capres) nomor urut satu Anies Baswedan terhadap capres Prabowo Subianto pada debat ketiga Pilpres 2024, Ahad, 7 Januari 2024, terkait dengan data lahan milik capres nomor urut dua.;https://pemilu.tempo.co/read/1819421/bawaslu-terima-laporan-dugaan-fitnah-anies-terhadap-prabowo-terkait-lahan-340-ribu-hektare
Ganjar Buka Peluang Kolaborasi bersama Anies Jika Pilpres Berjalan Dua Putaran;Rabu, 10 Januari 2024;Sultan Abdurrahman;TEMPO.CO, Jakarta - Calon presiden (capres) nomor urut 3 Ganjar Pranowo membuka peluang kolaborasi bersama pasangan nomor urut 1 Anies Baswedan-Muhaimin Iskandar apabila Pemilihan Presiden (Pilpres) 2024 harus berjalan dua putaran.;https://pemilu.tempo.co/read/1819400/ganjar-buka-peluang-kolaborasi-bersama-anies-jika-pilpres-berjalan-dua-putaran
Tanggapan KPU dan Bawaslu Soal Grace Natalie Datangi Meja Moderator Debat Capres;Rabu, 10 Januari 2024;Rachel Farahdiba Regar;TEMPO.CO, Jakarta - Pada 7 Januari 2024, Grace Natalie tiba-tiba berdiri dari kursinya, langsung berlari menuju meja moderator debat capres. Grace bersama Dewan Pembina PSI, Isyana Bagoes Oka menuju meja moderator, Ariyo Ardi dan Anisha Dasuki. Menurut Grace, ia mendatangi meja pemandu debat untuk menanyakan gestur pendukung lain yang mengacungkan tangan tepat di belakang moderator.;https://pemilu.tempo.co/read/1819387/tanggapan-kpu-dan-bawaslu-soal-grace-natalie-datangi-meja-moderator-debat-capres
KPU Beberkan Laporan Awal Dana Kampanye, Pengeluaran PDIP Rp 115 M dan PSI Rp 180 Ribu;Rabu, 10 Januari 2024;Antara;TEMPO.CO, Jakarta - Komisi Pemilihan Umum (KPU) RI menyampaikan rincian total penerimaan dan pengeluaran dalam laporan awal dana kampanye (LADK) semua partai politik (parpol) nasional peserta Pemilu 2024.;https://pemilu.tempo.co/read/1819355/kpu-beberkan-laporan-awal-dana-kampanye-pengeluaran-pdip-rp-115-m-dan-psi-rp-180-ribu
Puskapol UI Kritik Format Debat: Waktu Panelis Ambil Bola Lebih Lama Dibanding Capres Sampaikan Gagasan;Rabu, 10 Januari 2024;Ihsan Reliubun;TEMPO.CO, Jakarta - Direktur Eksekutif Pusat Kajian Politik Universitas Indonesia, Hurriyah, memberikan sejumlah catatan dalam debat calon presiden dan wakil presiden atau capres-cawapres di Pemilu 2024. Termasuk mengkritik fungsi panelis debat.;https://pemilu.tempo.co/read/1819297/puskapol-ui-kritik-format-debat-waktu-panelis-ambil-bola-lebih-lama-dibanding-capres-sampaikan-gagasan
Prabowo Subianto Dicecar Anies Baswedan dan Ganjar Pranowo, Warga TikTok Sedih;Rabu, 10 Januari 2024;Andika Dwi;TEMPO.CO, Jakarta -Calon presiden (Capres) Prabowo Subianto disebut mendapatkan sentimen negatif tertinggi dari warga pengguna media sosial X pasca debat capres Ahad lalu, 7 Januari 2024. Meskipun demikian, Prabowo mendapatkan simpati dari warga pengguna media sosial TikTok.;https://pemilu.tempo.co/read/1819286/prabowo-subianto-dicecar-anies-baswedan-dan-ganjar-pranowo-warga-tiktok-sedih
Tangani 1.032 Pelanggaran Pemilu, Bawaslu: KPU Banyak Langgar Administrasi;Rabu, 10 Januari 2024;Ihsan Reliubun;TEMPO.CO, Jakarta - Badan Pengawas Pemilihan Umum (Bawaslu) merilis data penanganan dugaan pelanggaran dalam tahapan pemilihan umum atau Pemilu 2024. Terhitung hingga 8 Januari 2024 atau 36 hari jelang pemungutan suara, Bawaslu menangani 1.032 dugaan pelanggaran. Data itu berasal dari 703 laporan dan 329 temuan.;https://pemilu.tempo.co/read/1819294/tangani-1-032-pelanggaran-pemilu-bawaslu-kpu-banyak-langgar-administrasi
Kata Mahfud Md dan Hasto soal Wapres Ma'ruf Amin Berpose 3 Jari di HUT PDIP;Kamis, 11 Januari 2024;Adil Al Hasan;TEMPO.CO, Jakarta - Wakil Presiden atau Wapres Ma’ruf Amin berpose tiga jari yang identik dengan pasangan calon presiden (capres) dan calon wakil presiden (cawapres) Ganjar Pranowo-Mahfud Md, pada perayaan HUT ke-51 Partai Demokrasi Indonesia Perjuangan (PDIP) di Gedung Sekolah Partai, Lenteng Agung, Jakarta, Rabu, 10 Januari 2024.;https://pemilu.tempo.co/read/1820059/kata-mahfud-md-dan-hasto-soal-wapres-maruf-amin-berpose-3-jari-di-hut-pdip
Gibran Bilang Tak Akan Gunakan Singkatan Saat Debat Cawapres Kedua;Kamis, 11 Januari 2024;Septia Ryanthie;TEMPO.CO, Solo - Wali Kota Solo yang juga calon wakil presiden (cawapres) nomor urut 2, Gibran Rakabuming Raka, mengaku siap mengikuti debat cawapres kedua yang menurut jadwal akan digelar Komisi Pemilihan Umum (KPU) RI pada Ahad, 21 Januari 2024 mendatang.;https://pemilu.tempo.co/read/1820035/gibran-bilang-tak-akan-gunakan-singkatan-saat-debat-cawapres-kedua
Megawati Kritik soal Pemilu, KPU: Kami Pastikan Berjalan Sesuai Aturan;Kamis, 11 Januari 2024;Ikhsan Reliubun;TEMPO.CO, Jakarta - Komisioner Komisi Pemilihan Umum (KPU) Idham Holik menanggapi pernyataan Ketua Umum Partai Demokrasi Indonesia Perjuangan (PDIP) Megawati Soekarnoputri, yang berkomentar tentang dinamika Pemiihan Umum 2024 di HUT ke-51 PDIP, telah bergeser.;https://pemilu.tempo.co/read/1820039/megawati-kritik-soal-pemilu-kpu-kami-pastikan-berjalan-sesuai-aturan
Harapan TKN ke Khofifah Usai Resmi Dukung Prabowo-Gibran;Kamis, 11 Januari 2024;Han Revanda Putra;TEMPO.CO, Jakarta - Gubernur Jawa Timur Khofifah Indar Parawansa memenuhi janji soal arah dukungan kepada pasangan calon nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka, yakni bergabung dengan Tim Kampanye Nasional (TKN).;https://pemilu.tempo.co/read/1819882/harapan-tkn-ke-khofifah-usai-resmi-dukung-prabowo-gibran
Khofifah Resmi Dukung Prabowo-Gibran, Ini Kata Ganjar dan Cak Imin;Kamis, 11 Januari 2024;Han Revanda Putra;TEMPO.CO, Jakarta - Calon presiden (capres) nomor urut 3 Ganjar Pranowo dan calon wakil presiden nomor urut 1 Muhaimin Iskandar alias Cak Imin buka suara terkait Gubernur Jawa Timur Khofifah Indar Parawansa resmi mendukung pasangan calon nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka.;https://pemilu.tempo.co/read/1819871/khofifah-resmi-dukung-prabowo-gibran-ini-kata-ganjar-dan-cak-imin
Ungkapan Goblok Prabowo Subianto Bisa Masuk Pidana Pemilu, Ini Pasalnya;Kamis, 11 Januari 2024;Tempo.co;TEMPO.CO, Jakarta - Ketua Badan Pengawas Pemilu (Bawaslu), Rahmat Bagja, menyatakan bahwa ungkapan goblok yang dilontarkan calon presiden Prabowo Subianto bisa dapat dianggap sebagai pelanggaran pidana pemilu. Meskipun demikian, Bawaslu belum menerima laporan soal itu.;https://pemilu.tempo.co/read/1819844/ungkapan-goblok-prabowo-subianto-bisa-masuk-pidana-pemilu-ini-pasalnya
Hadapi Intimidasi Pilpres 2024, TPN Ganjar-Mahfud dan Timnas Amin Jalin Komunikasi;Kamis, 11 Januari 2024;Adil Al Hasan;TEMPO.CO, Jakarta - Sekretaris Jenderal Partai Demokrasi Indonesia Perjuangan (PDIP) Hasto Kristiyanto mengakui Tim Pemenangan Nasional Ganjar Pranowo-Mahfud Md (TPN Ganjar-Mahfud) terus menjalin komunikasi dengan Tim Pemenangan Nasional  Anies-Muhaimin (Timnas Amin) untuk menghadapi intimidasi yang mereka terima menghadapi Pilpres 2024.;https://pemilu.tempo.co/read/1819828/hadapi-intimidasi-pilpres-2024-tpn-ganjar-mahfud-dan-timnas-amin-jalin-komunikasi
Anies Baswedan Kampanye di Kalimantan Timur Hari Ini, Setelah Singgung Lahan Prabowo Subianto;Kamis, 11 Januari 2024;Antara;TEMPO.CO, Jakarta - Calon presiden Anies Baswedan akan berkampanye di Kalimantan Timur pada hari ini, Kamis, 11 Januari 2024. Provinsi ini merupakan lokasi dimana sebagian besar lahan milik Prabowo Subianto berada.;https://pemilu.tempo.co/read/1819819/anies-baswedan-kampanye-di-kalimantan-timur-hari-ini-setelah-singgung-lahan-prabowo-subianto
HUT PDIP ke-51: Segini Perolehan Suara PDIP dari Pemilu 1999 hingga Pemilu 2019, Bagaimana Kans di Pemilu 2024?;Jumat, 12 Januari 2024;Hendrik Khoirul Muhid;TEMPO.CO, Jakarta - Partai Demokrasi Indonesia Perjuangan atau PDIP genap berusia 51 tahun pada Rabu, 10 Januari 2024 lalu. Setengah abad lebih menjadi bagian dari perpolitikan di Tanah Air, PDIP menjadi salah satu partai besar sejauh ini.;https://pemilu.tempo.co/read/1820523/hut-pdip-ke-51-segini-perolehan-suara-pdip-dari-pemilu-1999-hingga-pemilu-2019-bagaimana-kans-di-pemilu-2024
Megawati Ingatkan Penyelenggara Pemilu Kerja Benar, Ini Respons KPU dan Bawaslu;Jumat, 12 Januari 2024;Antara;TEMPO.CO, Denpasar - Komisi Pemilihan Umum (KPU) RI dan Badan Pengawas Pemilihan Umum (Bawaslu) RI merespons pernyataan Ketua Umum Partai Demokrasi Indonesia Perjuangan (PDIP) Megawati Soekarnoputri yang mengingatkan penyelenggara Pemilu 2024 agar bekerja dengan benar.;https://pemilu.tempo.co/read/1820389/megawati-ingatkan-penyelenggara-pemilu-kerja-benar-ini-respons-kpu-dan-bawaslu
Prabowo Subianto Sebut Bahasa Elite Omon-Omon Kosong;Jumat, 12 Januari 2024;Han Revanda Putra;TEMPO.CO, Jakarta - Calon presiden (capres) Prabowo Subianto mengatakan tak mau memakai bahasa elit yang sulit dipahami masyarakat layaknya pengamat. Dia menilai politikus yang menggunakan bahasa elit hanya omong kosong.;https://pemilu.tempo.co/read/1820370/prabowo-subianto-sebut-bahasa-elite-omon-omon-kosong
Pengeluaran LADK PSI Hanya Rp 180 Ribu, KPU dan Bawaslu Bilang Begini;Jumat, 12 Januari 2024;Antara;TEMPO.CO, Jakarta - Komisi Pemilihan Umum (KPU) memberikan waktu 1 hari kepada Partai Solidaritas Indonesia (PSI) untuk memperbaiki laporan awal dana kampanye (LADK).;https://pemilu.tempo.co/read/1820353/pengeluaran-ladk-psi-hanya-rp-180-ribu-kpu-dan-bawaslu-bilang-begini
Prabowo Kembali Singgung Skor Rendah dari Anies Saat Kampanye di Pangkalpinang;Jumat, 12 Januari 2024;Antara;TEMPO.CO, Pangkalpinang - Calon presiden (capres) nomor urut 2 Prabowo Subianto kembali menyinggung pesaingnya di Pilpres 2024, Anies Baswedan, yang memberikan skor rendah saat debat ketiga Pilpres 2024 di Jakarta, pada Ahad, 7 Januari 2024.;https://pemilu.tempo.co/read/1820312/prabowo-kembali-singgung-skor-rendah-dari-anies-saat-kampanye-di-pangkalpinang
Bagaimana Syarat dan Ketentuan Melaporkan Pelanggaran Pemilu ke Bawaslu?;Jumat, 12 Januari 2024;Kakak Indra Purnama;TEMPO.CO, Jakarta - Badan Pengawas Pemilihan Umum atau Bawaslu telah merilis data penanganan dugaan pelanggaran dalam tahapan pemilihan umum atau Pemilu 2024. Tertanggal 8 Januari 2024 atau 36 hari jelang pemungutan suara, Bawaslu menangani 1.032 dugaan pelanggaran. Data tersebut berasal dari 703 laporan dan 329 temuan.;https://pemilu.tempo.co/read/1820272/bagaimana-syarat-dan-ketentuan-melaporkan-pelanggaran-pemilu-ke-bawaslu
Seloroh Ganjar Pranowo Didukung Mantan Sekjen Prabowo;Sabtu, 13 Januari 2024;Tempo.co;TEMPO.CO, Surabaya-Calon presiden nomor urut 3 Ganjar Pranowo sempat berseloroh saat memperkenalkan satu per satu para purnawirawan jenderal TNI dan Polri yang menghadiri kampanyenya di gedung DBL Arena, Jalan Ahmad Yani, Surabaya, Jawa Timur, Sabtu, 13 Januari 2024.;https://pemilu.tempo.co/read/1820910/seloroh-ganjar-pranowo-didukung-mantan-sekjen-prabowo
Gibran Bilang Begini Usai Khofifah Gabung ke TKN;Sabtu, 13 Januari 2024;Adil Al Hasan;TEMPO.CO, Jakarta - Calon wakil presiden (cawapres) nomor urut 2 Gibran Rakabuming Raka mengaku optimistis untuk menang di Jawa Timur usai Gubernur Khofifah Indar Parawansa resmi bergabung dengan Tim Kampanye Nasional (TKN) Prabowo-Gibran.;https://pemilu.tempo.co/read/1820863/gibran-bilang-begini-usai-khofifah-gabung-ke-tkn
Ini Target Suara Prabowo-Gibran dan Ganjar-Mahfud Md di Jawa Timur;Sabtu, 13 Januari 2024;Han Revanda Putra;TEMPO.CO, Jombang - Pasangan calon presiden (capres) dan calon wakil presiden (cawapres) nomor urut 2 Prabowo Subianto - Gibran Rakabuming Raka dan nomor urut 3 Ganjar Pranowo-Mahfud Md memasang target raihan suara di Jawa Timur.;https://pemilu.tempo.co/read/1820858/ini-target-suara-prabowo-gibran-dan-ganjar-mahfud-md-di-jawa-timur
